date,item_id,price,sales_volume
2022-02-16,item_1,147.82,75
2022-02-16,item_2,450.13,16
2022-02-17,item_1,149.26,83
2022-02-17,item_2,441.41,17
2022-02-18,item_1,149.78,79
2022-02-18,item_2,446.34,14
2022-02-19,item_1,151.86,69
2022-02-19,item_2,456.18,18
2022-02-20,item_1,150.53,80
2022-02-20,item_2,450.95,10
2022-02-21,item_1,145.99,76
2022-02-21,item_2,455.26,13
2022-02-22,item_1,151.14,75
2022-02-22,item_2,467.79,11
2022-02-23,item_1,151.83,82
2022-02-23,item_2,435.92,8
2022-02-24,item_1,151.68,84
2022-02-24,item_2,464.55,13
2022-02-25,item_1,153.24,84
2022-02-25,item_2,450.94,13
2022-02-26,item_1,152.5,75
2022-02-26,item_2,441.91,17
2022-02-27,item_1,151.38,78
2022-02-27,item_2,438.03,15
2022-02-28,item_1,149.79,81
2022-02-28,item_2,448.3,10
2022-03-01,item_1,145.02,85
2022-03-01,item_2,458.29,18
2022-03-02,item_1,151.29,78
2022-03-02,item_2,448.85,16
2022-03-03,item_1,150.62,79
2022-03-03,item_2,463.6,14
2022-03-04,item_1,150.81,75
2022-03-04,item_2,436.94,12
2022-03-05,item_1,146.17,75
2022-03-05,item_2,449.89,9
2022-03-06,item_1,146.76,85
2022-03-06,item_2,438.73,11
2022-03-07,item_1,153.16,88
2022-03-07,item_2,453.27,15
2022-03-08,item_1,149.88,81
2022-03-08,item_2,457.98,18
2022-03-09,item_1,152.04,86
2022-03-09,item_2,446.21,17
2022-03-10,item_1,150.08,83
2022-03-10,item_2,426.56,10
2022-03-11,item_1,150.09,78
2022-03-11,item_2,451.79,8
2022-03-12,item_1,152.81,83
2022-03-12,item_2,453.93,12
2022-03-13,item_1,148.45,89
2022-03-13,item_2,453.64,6
2022-03-14,item_1,150.29,82
2022-03-14,item_2,461.12,12
2022-03-15,item_1,148.61,90
2022-03-15,item_2,440.36,11
2022-03-16,item_1,148.7,69
2022-03-16,item_2,456.12,10
2022-03-17,item_1,149.07,86
2022-03-17,item_2,460.73,7
2022-03-18,item_1,150.67,83
2022-03-18,item_2,433.99,13
2022-03-19,item_1,148.56,81
2022-03-19,item_2,452.88,10
2022-03-20,item_1,153.77,83
2022-03-20,item_2,445.46,8
2022-03-21,item_1,147.32,72
2022-03-21,item_2,449.27,2
2022-03-22,item_1,149.44,81
2022-03-22,item_2,453.13,11
2022-03-23,item_1,148.68,84
2022-03-23,item_2,445.61,16
2022-03-24,item_1,154.34,90
2022-03-24,item_2,443.92,16
2022-03-25,item_1,150.59,80
2022-03-25,item_2,450.31,9
2022-03-26,item_1,153.1,78
2022-03-26,item_2,440.21,9
2022-03-27,item_1,145.54,80
2022-03-27,item_2,440.23,12
2022-03-28,item_1,150.8,87
2022-03-28,item_2,456.11,8
2022-03-29,item_1,152.67,84
2022-03-29,item_2,439.66,12
2022-03-30,item_1,150.25,80
2022-03-30,item_2,456.0,13
2022-03-31,item_1,153.2,85
2022-03-31,item_2,454.16,14
2022-04-01,item_1,148.45,83
2022-04-01,item_2,434.47,10
2022-04-02,item_1,154.23,87
2022-04-02,item_2,443.9,10
2022-04-03,item_1,156.9,79
2022-04-03,item_2,460.75,8
2022-04-04,item_1,148.91,80
2022-04-04,item_2,441.17,8
2022-04-05,item_1,148.66,80
2022-04-05,item_2,445.82,10
2022-04-06,item_1,154.36,74
2022-04-06,item_2,454.16,12
2022-04-07,item_1,154.74,83
2022-04-07,item_2,457.05,13
2022-04-08,item_1,148.43,83
2022-04-08,item_2,447.74,8
2022-04-09,item_1,148.74,82
2022-04-09,item_2,444.62,15
2022-04-10,item_1,149.15,80
2022-04-10,item_2,462.8,10
2022-04-11,item_1,145.97,74
2022-04-11,item_2,465.65,10
2022-04-12,item_1,147.24,79
2022-04-12,item_2,458.81,8
2022-04-13,item_1,146.99,79
2022-04-13,item_2,450.77,3
2022-04-14,item_1,147.7,77
2022-04-14,item_2,442.73,13
2022-04-15,item_1,149.9,80
2022-04-15,item_2,442.53,13
2022-04-16,item_1,150.7,83
2022-04-16,item_2,454.7,9
2022-04-17,item_1,154.65,90
2022-04-17,item_2,453.77,11
2022-04-18,item_1,147.0,81
2022-04-18,item_2,462.61,12
2022-04-19,item_1,152.95,81
2022-04-19,item_2,455.85,6
2022-04-20,item_1,149.36,79
2022-04-20,item_2,436.47,9
2022-04-21,item_1,149.85,70
2022-04-21,item_2,459.47,13
2022-04-22,item_1,152.02,79
2022-04-22,item_2,441.02,7
2022-04-23,item_1,146.63,79
2022-04-23,item_2,446.54,11
2022-04-24,item_1,151.15,91
2022-04-24,item_2,452.25,6
2022-04-25,item_1,150.5,78
2022-04-25,item_2,467.96,12
2022-04-26,item_1,151.48,80
2022-04-26,item_2,477.99,10
2022-04-27,item_1,150.87,78
2022-04-27,item_2,455.46,6
2022-04-28,item_1,157.37,72
2022-04-28,item_2,448.35,14
2022-04-29,item_1,148.09,83
2022-04-29,item_2,454.81,8
2022-04-30,item_1,148.41,81
2022-04-30,item_2,457.99,8
2022-05-01,item_1,148.13,81
2022-05-01,item_2,447.11,11
2022-05-02,item_1,148.33,72
2022-05-02,item_2,466.16,14
2022-05-03,item_1,148.09,84
2022-05-03,item_2,452.07,8
2022-05-04,item_1,153.57,69
2022-05-04,item_2,454.48,11
2022-05-05,item_1,154.26,79
2022-05-05,item_2,455.99,12
2022-05-06,item_1,148.29,87
2022-05-06,item_2,453.79,13
2022-05-07,item_1,147.5,70
2022-05-07,item_2,457.55,11
2022-05-08,item_1,151.41,72
2022-05-08,item_2,444.44,10
2022-05-09,item_1,148.34,75
2022-05-09,item_2,444.98,8
2022-05-10,item_1,151.9,72
2022-05-10,item_2,440.1,11
2022-05-11,item_1,150.61,66
2022-05-11,item_2,453.96,8
2022-05-12,item_1,145.45,74
2022-05-12,item_2,457.01,2
2022-05-13,item_1,154.64,68
2022-05-13,item_2,454.12,12
2022-05-14,item_1,155.39,75
2022-05-14,item_2,465.07,14
2022-05-15,item_1,148.16,68
2022-05-15,item_2,449.95,4
2022-05-16,item_1,148.84,80
2022-05-16,item_2,456.02,8
2022-05-17,item_1,150.86,68
2022-05-17,item_2,440.17,13
2022-05-18,item_1,151.0,70
2022-05-18,item_2,446.52,17
2022-05-19,item_1,151.98,75
2022-05-19,item_2,456.26,11
2022-05-20,item_1,156.03,65
2022-05-20,item_2,457.64,9
2022-05-21,item_1,149.47,71
2022-05-21,item_2,447.35,11
2022-05-22,item_1,147.61,76
2022-05-22,item_2,449.36,16
2022-05-23,item_1,145.86,61
2022-05-23,item_2,436.34,10
2022-05-24,item_1,147.81,70
2022-05-24,item_2,446.79,9
2022-05-25,item_1,149.9,70
2022-05-25,item_2,458.01,10
2022-05-26,item_1,155.38,72
2022-05-26,item_2,455.18,9
2022-05-27,item_1,148.45,62
2022-05-27,item_2,454.51,12
2022-05-28,item_1,150.67,61
2022-05-28,item_2,450.45,17
2022-05-29,item_1,149.95,70
2022-05-29,item_2,450.06,13
2022-05-30,item_1,153.57,68
2022-05-30,item_2,444.06,11
2022-05-31,item_1,157.58,67
2022-05-31,item_2,456.29,11
2022-06-01,item_1,148.41,67
2022-06-01,item_2,453.79,8
2022-06-02,item_1,148.53,62
2022-06-02,item_2,454.43,15
2022-06-03,item_1,153.13,66
2022-06-03,item_2,445.27,12
2022-06-04,item_1,152.05,66
2022-06-04,item_2,430.62,12
2022-06-05,item_1,155.54,60
2022-06-05,item_2,459.87,22
2022-06-06,item_1,151.75,73
2022-06-06,item_2,445.69,14
2022-06-07,item_1,148.92,65
2022-06-07,item_2,442.24,10
2022-06-08,item_1,151.77,56
2022-06-08,item_2,456.24,11
2022-06-09,item_1,153.33,65
2022-06-09,item_2,446.47,16
2022-06-10,item_1,152.46,56
2022-06-10,item_2,459.54,13
2022-06-11,item_1,151.52,65
2022-06-11,item_2,455.55,9
2022-06-12,item_1,153.2,66
2022-06-12,item_2,456.15,16
2022-06-13,item_1,153.51,56
2022-06-13,item_2,437.71,11
2022-06-14,item_1,154.15,64
2022-06-14,item_2,460.91,19
2022-06-15,item_1,151.95,61
2022-06-15,item_2,452.35,17
2022-06-16,item_1,149.5,63
2022-06-16,item_2,446.68,12
2022-06-17,item_1,150.44,67
2022-06-17,item_2,451.29,17
2022-06-18,item_1,153.62,56
2022-06-18,item_2,434.01,14
2022-06-19,item_1,147.55,53
2022-06-19,item_2,453.68,16
2022-06-20,item_1,151.11,52
2022-06-20,item_2,440.74,15
2022-06-21,item_1,148.82,52
2022-06-21,item_2,437.83,11
2022-06-22,item_1,150.09,55
2022-06-22,item_2,436.3,12
2022-06-23,item_1,153.84,57
2022-06-23,item_2,460.01,17
2022-06-24,item_1,150.57,56
2022-06-24,item_2,444.34,13
2022-06-25,item_1,150.14,58
2022-06-25,item_2,463.8,13
2022-06-26,item_1,145.92,53
2022-06-26,item_2,445.18,12
2022-06-27,item_1,152.24,60
2022-06-27,item_2,434.63,16
2022-06-28,item_1,151.94,51
2022-06-28,item_2,439.95,21
2022-06-29,item_1,156.49,65
2022-06-29,item_2,461.12,11
2022-06-30,item_1,149.08,54
2022-06-30,item_2,448.6,15
2022-07-01,item_1,150.66,46
2022-07-01,item_2,445.07,19
2022-07-02,item_1,150.75,45
2022-07-02,item_2,451.44,15
2022-07-03,item_1,154.73,52
2022-07-03,item_2,454.52,16
2022-07-04,item_1,149.71,48
2022-07-04,item_2,460.06,12
2022-07-05,item_1,150.84,52
2022-07-05,item_2,463.04,17
2022-07-06,item_1,151.82,51
2022-07-06,item_2,446.76,15
2022-07-07,item_1,150.56,47
2022-07-07,item_2,438.07,18
2022-07-08,item_1,148.66,43
2022-07-08,item_2,446.28,19
2022-07-09,item_1,150.58,39
2022-07-09,item_2,452.34,23
2022-07-10,item_1,153.22,44
2022-07-10,item_2,441.33,17
2022-07-11,item_1,146.92,50
2022-07-11,item_2,441.39,17
2022-07-12,item_1,150.4,46
2022-07-12,item_2,453.09,16
2022-07-13,item_1,147.9,38
2022-07-13,item_2,449.56,15
2022-07-14,item_1,153.59,45
2022-07-14,item_2,450.3,17
2022-07-15,item_1,145.43,46
2022-07-15,item_2,443.17,15
2022-07-16,item_1,148.32,39
2022-07-16,item_2,447.93,17
2022-07-17,item_1,151.13,43
2022-07-17,item_2,441.68,20
2022-07-18,item_1,154.7,42
2022-07-18,item_2,458.01,13
2022-07-19,item_1,149.8,36
2022-07-19,item_2,459.32,20
2022-07-20,item_1,148.33,43
2022-07-20,item_2,433.38,21
2022-07-21,item_1,155.64,43
2022-07-21,item_2,441.63,16
2022-07-22,item_1,145.66,46
2022-07-22,item_2,436.53,10
2022-07-23,item_1,143.4,45
2022-07-23,item_2,444.15,15
2022-07-24,item_1,151.32,32
2022-07-24,item_2,449.25,21
2022-07-25,item_1,148.49,34
2022-07-25,item_2,436.95,17
2022-07-26,item_1,146.94,41
2022-07-26,item_2,441.7,14
2022-07-27,item_1,152.13,40
2022-07-27,item_2,440.96,16
2022-07-28,item_1,150.73,40
2022-07-28,item_2,451.87,20
2022-07-29,item_1,148.31,56
2022-07-29,item_2,450.62,19
2022-07-30,item_1,146.16,39
2022-07-30,item_2,443.5,17
2022-07-31,item_1,152.62,41
2022-07-31,item_2,451.59,16
2022-08-01,item_1,151.95,40
2022-08-01,item_2,445.08,16
2022-08-02,item_1,149.7,38
2022-08-02,item_2,447.56,15
2022-08-03,item_1,155.54,33
2022-08-03,item_2,465.06,23
2022-08-04,item_1,146.79,38
2022-08-04,item_2,462.06,17
2022-08-05,item_1,145.42,30
2022-08-05,item_2,438.3,22
2022-08-06,item_1,147.92,32
2022-08-06,item_2,457.47,23
2022-08-07,item_1,149.86,30
2022-08-07,item_2,457.3,21
2022-08-08,item_1,150.73,33
2022-08-08,item_2,439.67,17
2022-08-09,item_1,149.28,43
2022-08-09,item_2,457.37,19
2022-08-10,item_1,151.06,22
2022-08-10,item_2,463.84,18
2022-08-11,item_1,146.25,34
2022-08-11,item_2,439.9,16
2022-08-12,item_1,154.33,22
2022-08-12,item_2,441.74,19
2022-08-13,item_1,149.75,28
2022-08-13,item_2,459.16,15
2022-08-14,item_1,153.35,35
2022-08-14,item_2,452.44,22
2022-08-15,item_1,151.03,30
2022-08-15,item_2,454.96,17
2022-08-16,item_1,151.37,24
2022-08-16,item_2,453.07,19
2022-08-17,item_1,151.71,25
2022-08-17,item_2,453.52,20
2022-08-18,item_1,151.34,32
2022-08-18,item_2,438.06,18
2022-08-19,item_1,151.93,24
2022-08-19,item_2,459.43,21
2022-08-20,item_1,153.99,28
2022-08-20,item_2,460.53,17
2022-08-21,item_1,150.59,27
2022-08-21,item_2,447.94,22
2022-08-22,item_1,152.13,23
2022-08-22,item_2,449.61,15
2022-08-23,item_1,149.73,37
2022-08-23,item_2,436.22,19
2022-08-24,item_1,154.32,29
2022-08-24,item_2,454.63,25
2022-08-25,item_1,147.97,16
2022-08-25,item_2,455.15,16
2022-08-26,item_1,155.4,26
2022-08-26,item_2,449.44,17
2022-08-27,item_1,149.88,22
2022-08-27,item_2,460.12,21
2022-08-28,item_1,145.71,29
2022-08-28,item_2,446.99,20
2022-08-29,item_1,150.38,20
2022-08-29,item_2,455.08,20
2022-08-30,item_1,147.96,23
2022-08-30,item_2,440.82,21
2022-08-31,item_1,152.52,26
2022-08-31,item_2,449.79,21
2022-09-01,item_1,148.04,28
2022-09-01,item_2,448.43,23
2022-09-02,item_1,148.66,17
2022-09-02,item_2,452.03,21
2022-09-03,item_1,144.33,21
2022-09-03,item_2,446.67,19
2022-09-04,item_1,148.64,20
2022-09-04,item_2,448.82,22
2022-09-05,item_1,142.73,19
2022-09-05,item_2,457.43,25
2022-09-06,item_1,145.25,31
2022-09-06,item_2,446.07,19
2022-09-07,item_1,152.28,24
2022-09-07,item_2,435.54,17
2022-09-08,item_1,152.36,15
2022-09-08,item_2,465.75,23
2022-09-09,item_1,151.28,26
2022-09-09,item_2,462.43,19
2022-09-10,item_1,147.1,32
2022-09-10,item_2,438.37,13
2022-09-11,item_1,149.86,26
2022-09-11,item_2,456.21,22
2022-09-12,item_1,149.99,13
2022-09-12,item_2,445.47,18
2022-09-13,item_1,146.52,18
2022-09-13,item_2,452.37,19
2022-09-14,item_1,154.51,27
2022-09-14,item_2,452.65,21
2022-09-15,item_1,152.63,17
2022-09-15,item_2,447.89,20
2022-09-16,item_1,149.34,22
2022-09-16,item_2,442.95,22
2022-09-17,item_1,150.08,24
2022-09-17,item_2,443.79,18
2022-09-18,item_1,150.63,15
2022-09-18,item_2,441.75,21
2022-09-19,item_1,143.87,19
2022-09-19,item_2,442.51,19
2022-09-20,item_1,149.26,3
2022-09-20,item_2,449.4,22
2022-09-21,item_1,147.95,14
2022-09-21,item_2,443.56,22
2022-09-22,item_1,147.0,18
2022-09-22,item_2,456.14,17
2022-09-23,item_1,149.16,13
2022-09-23,item_2,463.39,23
2022-09-24,item_1,155.39,27
2022-09-24,item_2,444.78,18
2022-09-25,item_1,151.92,11
2022-09-25,item_2,452.15,22
2022-09-26,item_1,148.29,16
2022-09-26,item_2,454.5,21
2022-09-27,item_1,151.72,19
2022-09-27,item_2,454.25,25
2022-09-28,item_1,154.2,25
2022-09-28,item_2,450.68,19
2022-09-29,item_1,152.77,11
2022-09-29,item_2,456.68,18
2022-09-30,item_1,150.18,24
2022-09-30,item_2,454.34,19
2022-10-01,item_1,148.06,18
2022-10-01,item_2,438.86,19
2022-10-02,item_1,152.09,13
2022-10-02,item_2,457.82,22
2022-10-03,item_1,151.18,20
2022-10-03,item_2,457.99,15
2022-10-04,item_1,152.69,19
2022-10-04,item_2,443.13,16
2022-10-05,item_1,151.91,15
2022-10-05,item_2,450.34,16
2022-10-06,item_1,153.15,18
2022-10-06,item_2,456.15,22
2022-10-07,item_1,148.39,16
2022-10-07,item_2,448.12,24
2022-10-08,item_1,153.95,18
2022-10-08,item_2,459.66,19
2022-10-09,item_1,150.59,21
2022-10-09,item_2,471.27,19
2022-10-10,item_1,156.23,26
2022-10-10,item_2,442.93,19
2022-10-11,item_1,147.93,12
2022-10-11,item_2,437.57,23
2022-10-12,item_1,155.21,28
2022-10-12,item_2,452.73,16
2022-10-13,item_1,150.59,8
2022-10-13,item_2,456.49,20
2022-10-14,item_1,148.05,17
2022-10-14,item_2,447.92,22
2022-10-15,item_1,148.55,21
2022-10-15,item_2,463.08,20
2022-10-16,item_1,149.04,19
2022-10-16,item_2,437.95,19
2022-10-17,item_1,151.27,15
2022-10-17,item_2,456.24,22
2022-10-18,item_1,151.57,17
2022-10-18,item_2,444.55,11
2022-10-19,item_1,148.28,16
2022-10-19,item_2,465.47,21
2022-10-20,item_1,149.93,15
2022-10-20,item_2,467.93,17
2022-10-21,item_1,156.43,22
2022-10-21,item_2,443.1,13
2022-10-22,item_1,155.18,20
2022-10-22,item_2,445.05,20
2022-10-23,item_1,151.31,15
2022-10-23,item_2,457.74,22
2022-10-24,item_1,150.11,23
2022-10-24,item_2,446.52,18
2022-10-25,item_1,150.36,20
2022-10-25,item_2,449.59,21
2022-10-26,item_1,151.84,23
2022-10-26,item_2,450.23,23
2022-10-27,item_1,146.93,22
2022-10-27,item_2,432.72,22
2022-10-28,item_1,149.23,15
2022-10-28,item_2,449.88,23
2022-10-29,item_1,144.99,16
2022-10-29,item_2,443.79,20
2022-10-30,item_1,151.2,23
2022-10-30,item_2,445.56,18
2022-10-31,item_1,151.94,23
2022-10-31,item_2,462.99,13
2022-11-01,item_1,148.55,20
2022-11-01,item_2,438.69,17
2022-11-02,item_1,154.72,20
2022-11-02,item_2,457.32,15
2022-11-03,item_1,146.32,26
2022-11-03,item_2,447.49,24
2022-11-04,item_1,145.61,17
2022-11-04,item_2,447.48,17
2022-11-05,item_1,150.67,23
2022-11-05,item_2,457.11,18
2022-11-06,item_1,153.14,20
2022-11-06,item_2,453.06,19
2022-11-07,item_1,155.05,20
2022-11-07,item_2,455.14,17
2022-11-08,item_1,148.62,27
2022-11-08,item_2,458.71,22
2022-11-09,item_1,153.24,25
2022-11-09,item_2,447.02,15
2022-11-10,item_1,149.88,26
2022-11-10,item_2,444.49,17
2022-11-11,item_1,149.48,28
2022-11-11,item_2,440.23,14
2022-11-12,item_1,152.65,22
2022-11-12,item_2,442.57,13
2022-11-13,item_1,151.96,26
2022-11-13,item_2,476.54,15
2022-11-14,item_1,145.27,21
2022-11-14,item_2,461.2,16
2022-11-15,item_1,154.43,24
2022-11-15,item_2,437.84,15
2022-11-16,item_1,154.14,22
2022-11-16,item_2,438.1,14
2022-11-17,item_1,148.12,24
2022-11-17,item_2,454.34,12
2022-11-18,item_1,151.19,27
2022-11-18,item_2,454.93,16
2022-11-19,item_1,151.48,20
2022-11-19,item_2,454.94,11
2022-11-20,item_1,150.78,35
2022-11-20,item_2,447.71,18
2022-11-21,item_1,148.35,19
2022-11-21,item_2,448.87,16
2022-11-22,item_1,147.99,19
2022-11-22,item_2,452.95,11
2022-11-23,item_1,149.92,31
2022-11-23,item_2,450.77,14
2022-11-24,item_1,153.52,29
2022-11-24,item_2,430.03,13
2022-11-25,item_1,151.63,29
2022-11-25,item_2,447.93,16
2022-11-26,item_1,148.89,29
2022-11-26,item_2,442.34,19
2022-11-27,item_1,152.32,26
2022-11-27,item_2,451.58,9
2022-11-28,item_1,141.45,22
2022-11-28,item_2,476.87,15
2022-11-29,item_1,153.45,27
2022-11-29,item_2,453.31,14
2022-11-30,item_1,144.78,24
2022-11-30,item_2,447.18,16
2022-12-01,item_1,148.91,33
2022-12-01,item_2,458.3,15
2022-12-02,item_1,146.64,27
2022-12-02,item_2,454.34,12
2022-12-03,item_1,146.12,24
2022-12-03,item_2,453.78,13
2022-12-04,item_1,153.48,27
2022-12-04,item_2,455.46,11
2022-12-05,item_1,148.6,31
2022-12-05,item_2,468.51,17
2022-12-06,item_1,151.04,27
2022-12-06,item_2,439.82,14
2022-12-07,item_1,149.86,26
2022-12-07,item_2,454.26,19
2022-12-08,item_1,151.43,31
2022-12-08,item_2,441.66,13
2022-12-09,item_1,150.23,32
2022-12-09,item_2,455.0,11
2022-12-10,item_1,146.15,28
2022-12-10,item_2,441.73,9
2022-12-11,item_1,152.99,29
2022-12-11,item_2,446.24,8
2022-12-12,item_1,148.52,33
2022-12-12,item_2,447.34,8
2022-12-13,item_1,145.33,25
2022-12-13,item_2,458.78,13
2022-12-14,item_1,148.72,25
2022-12-14,item_2,458.27,14
2022-12-15,item_1,154.5,29
2022-12-15,item_2,438.79,8
2022-12-16,item_1,152.55,32
2022-12-16,item_2,450.49,15
2022-12-17,item_1,148.95,35
2022-12-17,item_2,443.61,11
2022-12-18,item_1,148.95,41
2022-12-18,item_2,438.67,12
2022-12-19,item_1,149.04,39
2022-12-19,item_2,448.05,17
2022-12-20,item_1,156.23,34
2022-12-20,item_2,447.22,14
2022-12-21,item_1,151.15,35
2022-12-21,item_2,471.84,11
2022-12-22,item_1,151.29,31
2022-12-22,item_2,453.9,9
2022-12-23,item_1,153.09,36
2022-12-23,item_2,437.6,5
2022-12-24,item_1,150.72,35
2022-12-24,item_2,444.92,9
2022-12-25,item_1,149.22,39
2022-12-25,item_2,459.19,10
2022-12-26,item_1,149.41,33
2022-12-26,item_2,468.8,8
2022-12-27,item_1,149.79,40
2022-12-27,item_2,435.73,10
2022-12-28,item_1,149.89,46
2022-12-28,item_2,433.08,11
2022-12-29,item_1,152.18,38
2022-12-29,item_2,466.84,10
2022-12-30,item_1,150.16,41
2022-12-30,item_2,453.51,8
2022-12-31,item_1,152.2,43
2022-12-31,item_2,442.19,11
2023-01-01,item_1,149.76,38
2023-01-01,item_2,454.81,11
2023-01-02,item_1,150.24,42
2023-01-02,item_2,426.28,7
2023-01-03,item_1,144.01,41
2023-01-03,item_2,450.03,14
2023-01-04,item_1,152.75,42
2023-01-04,item_2,452.95,9
2023-01-05,item_1,151.04,38
2023-01-05,item_2,458.32,10
2023-01-06,item_1,152.99,42
2023-01-06,item_2,440.87,11
2023-01-07,item_1,141.31,45
2023-01-07,item_2,450.77,10
2023-01-08,item_1,156.27,50
2023-01-08,item_2,441.67,12
2023-01-09,item_1,149.58,48
2023-01-09,item_2,452.3,10
2023-01-10,item_1,153.32,55
2023-01-10,item_2,441.94,7
2023-01-11,item_1,146.88,40
2023-01-11,item_2,446.33,10
2023-01-12,item_1,151.84,49
2023-01-12,item_2,441.04,5
2023-01-13,item_1,146.84,46
2023-01-13,item_2,455.86,9
2023-01-14,item_1,148.13,57
2023-01-14,item_2,457.73,8
2023-01-15,item_1,155.74,42
2023-01-15,item_2,447.89,8
2023-01-16,item_1,149.43,42
2023-01-16,item_2,450.34,8
2023-01-17,item_1,150.65,44
2023-01-17,item_2,436.96,2
2023-01-18,item_1,152.61,37
2023-01-18,item_2,447.3,6
2023-01-19,item_1,151.49,45
2023-01-19,item_2,449.55,8
2023-01-20,item_1,150.45,44
2023-01-20,item_2,473.59,8
2023-01-21,item_1,151.09,49
2023-01-21,item_2,439.99,4
2023-01-22,item_1,157.21,51
2023-01-22,item_2,463.18,11
2023-01-23,item_1,149.83,59
2023-01-23,item_2,458.97,5
2023-01-24,item_1,150.6,55
2023-01-24,item_2,452.53,10
2023-01-25,item_1,153.15,47
2023-01-25,item_2,465.83,8
2023-01-26,item_1,153.32,46
2023-01-26,item_2,453.35,5
2023-01-27,item_1,153.56,54
2023-01-27,item_2,453.5,12
2023-01-28,item_1,151.92,45
2023-01-28,item_2,449.52,3
2023-01-29,item_1,146.57,61
2023-01-29,item_2,461.01,9
2023-01-30,item_1,154.9,58
2023-01-30,item_2,459.87,9
2023-01-31,item_1,146.56,50
2023-01-31,item_2,444.37,4
2023-02-01,item_1,150.91,45
2023-02-01,item_2,438.13,10
2023-02-02,item_1,147.74,60
2023-02-02,item_2,448.17,5
2023-02-03,item_1,149.81,53
2023-02-03,item_2,442.8,7
2023-02-04,item_1,150.99,60
2023-02-04,item_2,449.43,7
2023-02-05,item_1,150.96,47
2023-02-05,item_2,461.14,5
2023-02-06,item_1,151.27,52
2023-02-06,item_2,445.88,8
2023-02-07,item_1,154.84,55
2023-02-07,item_2,449.61,8
2023-02-08,item_1,151.36,56
2023-02-08,item_2,450.52,0
2023-02-09,item_1,149.27,54
2023-02-09,item_2,457.64,9
2023-02-10,item_1,152.89,60
2023-02-10,item_2,429.78,0
2023-02-11,item_1,153.57,51
2023-02-11,item_2,444.54,8
2023-02-12,item_1,146.32,56
2023-02-12,item_2,451.9,8
2023-02-13,item_1,151.79,58
2023-02-13,item_2,460.8,2
2023-02-14,item_1,152.1,60
2023-02-14,item_2,445.57,4
2023-02-15,item_1,149.11,62
